koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,1,0,0,0,19.5352551,0.0001018,-0.0001018,148.20374,0.00531,-0.00531,0.702,0.235,-0.496,1.013,0.145,-0.145,1732,239,-239,0.53,0,0,161,0.16,0,0,5.9,2,2703,0,0,5.274,0,0,0.118,0,0,292.50378,41.830421,17.131
CANDIDATE,0,0,0,0,3.687469832,3.90E-07,-3.90E-07,170.8803594,8.45E-05,-8.45E-05,0.919,0.026,-0.016,1.0668,0.0166,-0.0166,5057.6,18.9,-18.9,5.78,0.22,-0.34,690,53.6,8.84,-9.66,363.9,1,4004,79,-79,4.659,0.035,-0.015,0.606,0.023,-0.035,287.69119,47.546902,14.418
CONFIRMED,0,0,0,0,151.863949,0.001387,-0.001387,143.31451,0.00719,-0.00719,0.016,0.437,-0.016,8.577,0.201,-0.201,747,33.9,-33.9,2.41,0.58,-0.23,318,2.43,1.68,-0.68,22.5,2,5713,138,-173,4.541,0.042,-0.168,0.893,0.215,-0.086,293.17133,45.065601,14.807
CONFIRMED,0,0,0,0,5.945043548,7.55E-06,-7.55E-06,170.472237,0.00099,-0.00099,0.763,0.093,-0.53,2.7004,0.0376,-0.0376,800.2,13.2,-13.2,2.69,0.14,-0.23,857,127.64,22.77,-27.56,67.6,1,5105,84,-76,4.469,0.09,-0.03,0.868,0.044,-0.076,291.18338,45.32317,14.808
CANDIDATE,0,0,0,0,65.7045275,0.0001061,-0.0001061,137.44275,0.0014,-0.0014,0.663,0.197,-0.434,3.3104,0.0469,-0.0469,636.1,10.3,-10.3,2.78,0.42,-0.25,472,11.72,4.96,-2.8,70.4,1,5918,106,-130,4.403,0.08,-0.12,1.043,0.158,-0.092,283.37482,43.788219,11.667
CONFIRMED,0,0,0,0,17.73842886,5.93E-05,-5.93E-05,148.99011,0.00285,-0.00285,0.845,0.073,-0.615,3.0049,0.0876,-0.0876,605.5,22.3,-22.3,2.47,0.12,-0.22,596,29.74,5.3,-6.42,29.8,2,5105,84,-76,4.469,0.09,-0.03,0.868,0.044,-0.076,291.18338,45.32317,14.808
CONFIRMED,0,0,0,0,9.93962361,5.54E-05,-5.54E-05,131.58267,0.00421,-0.00421,0.934,0.01,-0.661,3.432,0.103,-0.103,300.1,15.5,-15.5,1.93,0.09,-0.17,722,64.29,11.47,-13.88,21.5,3,5105,84,-76,4.469,0.09,-0.03,0.868,0.044,-0.076,291.18338,45.32317,14.808
CONFIRMED,0,0,0,0,6.8731664,2.17E-06,-2.17E-06,172.518826,0.00024,-0.00024,0.055,0.132,-0.055,6.8569,0.0132,-0.0132,3753.8,8.4,-8.4,13.44,1.02,-1.12,1482,1140.56,288.6,-256.49,535.5,1,6490,129,-129,3.942,0.055,-0.049,2.179,0.166,-0.182,296.81369,47.526611,14.588
CONFIRMED,0,0,0,0,12.37646897,1.38E-05,-1.38E-05,179.404945,0.000869,-0.000869,0.468,0.347,-0.276,2.7075,0.0376,-0.0376,1709,23.8,-23.8,2.53,0.12,-0.11,483,12.87,2.37,-2.07,81.2,1,4200,84,-84,4.664,0.022,-0.025,0.607,0.028,-0.028,285.48505,48.054321,14.897
CANDIDATE,0,0,0,0,9.340538,0.0001052,-0.0001052,135.12248,0.00859,-0.00859,0.074,0.385,-0.074,2.57,0.292,-0.292,200.8,22.6,-22.6,0.84,0.04,-0.04,530,18.69,3.45,-3.01,11.1,2,4200,84,-84,4.664,0.022,-0.025,0.607,0.028,-0.028,285.48505,48.054321,14.897
CONFIRMED,0,0,0,0,19.5776073,0.0001427,-0.0001427,135.2032,0.00597,-0.00597,0.049,0.394,-0.049,3.382,0.17,-0.17,98.1,6,-6,0.9,0.1,-0.08,628,36.82,12.2,-8.67,17.2,5,5465,109,-109,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
FALSE POSITIVE,0,1,1,1,17.90766147,3.76E-05,-3.76E-05,175.55977,0.00176,-0.00176,0.978,0.081,-0.02,5.396,0.111,-0.111,1089.3,18.7,-18.7,4.89,1.59,-0.53,731,67.59,64.58,-20.61,78.4,1,6153,165,-202,4.471,0.054,-0.216,0.993,0.324,-0.108,296.10959,51.005501,14.162
CONFIRMED,0,0,0,0,22.18332255,4.40E-05,-4.40E-05,169.49619,0.00158,-0.00158,0.024,0.367,-0.024,5.1364,0.0539,-0.0539,748.1,12.2,-12.2,2.78,0.38,-0.39,646,41.24,16.74,-12.86,70.3,1,5565,111,-100,4.361,0.138,-0.103,1.03,0.144,-0.144,289.52115,51.237309,14.118
FALSE POSITIVE,1,0,0,0,354.78194,0.01105,-0.01105,175.7246,0.0156,-0.0156,1.17,78.45,-2.437,6.46,1.1,-1.1,193,32.6,-32.6,30.53,5.05,-7.56,325,2.62,1.23,-1.22,7.7,2,5798,116,-81,4.025,0.208,-0.112,1.525,0.252,-0.378,293.72586,47.24704,13.037
CONFIRMED,0,0,0,0,7.65880048,1.33E-05,-1.33E-05,173.03964,0.00137,-0.00137,0.017,0.407,-0.017,3.0427,0.0459,-0.0459,668.2,13.6,-13.6,2.19,0.56,-0.23,858,128.18,95.03,-36.64,57.6,1,5657,152,-152,4.508,0.069,-0.161,0.855,0.215,-0.092,290.24704,52.149132,14.528
CONFIRMED,0,0,0,0,4.221626193,5.02E-06,-5.02E-06,173.699895,0.000919,-0.000919,0.847,0.004,-0.616,3.0619,0.0416,-0.0416,658,9,-9,2.87,0.96,-0.32,1176,453.2,446.34,-138.2,83.7,1,6123,171,-192,4.472,0.052,-0.221,0.987,0.329,-0.11,284.2572,47.68895,14.708
CONFIRMED,0,0,0,0,16.54967098,4.38E-05,-4.38E-05,171.69398,0.00208,-0.00208,0.88,0.051,-0.622,4.3808,0.0856,-0.0856,744.5,17,-17,2.95,0.63,-0.41,656,43.72,28.48,-15.12,46.8,1,5372,160,-160,4.434,0.112,-0.154,0.916,0.194,-0.129,280.64136,47.751942,14.68
CONFIRMED,0,0,0,0,2.154911236,2.51E-06,-2.51E-06,133.498613,0.000939,-0.000939,0.113,0.345,-0.113,3.1341,0.027,-0.027,99.7,1.4,-1.4,1.42,0.06,-0.08,1740,2162.35,277.92,-354.64,83,2,6181,68,-86,4.22,0.033,-0.027,1.424,0.056,-0.085,288.68869,41.15118,11.018
CANDIDATE,0,0,0,0,3.52467888,3.04E-05,-3.04E-05,131.63994,0.00687,-0.00687,0.976,0.029,-0.685,2.484,0.136,-0.136,129.7,12.7,-12.7,1.46,0.31,-0.2,1098,344.61,224.46,-119.21,12.3,2,5372,160,-160,4.434,0.112,-0.154,0.916,0.194,-0.129,280.64136,47.751942,14.68
CONFIRMED,0,0,0,0,6.400157105,9.02E-06,-9.02E-06,174.02214,0.0011,-0.0011,0.898,0.013,-0.693,2.0004,0.0418,-0.0418,743.2,17.4,-17.4,2.52,0.37,-0.22,810,101.72,49.04,-25.58,49.1,1,5299,159,-143,4.597,0.032,-0.097,0.766,0.113,-0.066,298.66373,47.762039,14.613
CONFIRMED,0,0,0,0,2.437029217,5.02E-06,-5.02E-06,170.73808,0.0017,-0.0017,0.014,0.425,-0.014,3.2005,0.052,-0.052,244,5.8,-5.8,2.04,0.34,-0.41,1513,1237.66,531.44,-487.63,49,1,5573,75,-75,4.177,0.203,-0.101,1.329,0.218,-0.266,286.00494,45.480389,14.573
CONFIRMED,0,0,0,0,9.9267215,1.16E-05,-1.16E-05,175.68671,0.000912,-0.000912,0.625,0.052,-0.452,3.8428,0.0379,-0.0379,725.5,8,-8,2.76,0.38,-0.23,803,98.34,39.83,-21.78,97.3,1,5475,109,-109,4.43,0.081,-0.108,0.982,0.137,-0.08,287.91791,45.592869,14.129
FALSE POSITIVE,1,0,0,0,367.07446,0.0195,-0.0195,182.838,0.0414,-0.0414,0.093,0.371,-0.093,5.887,0.989,-0.989,368.3,70.9,-70.9,2.15,0.71,-0.24,287,1.59,1.55,-0.48,6.6,1,6315,168,-205,4.407,0.067,-0.216,1.116,0.37,-0.123,294.15775,49.614971,14.666
CONFIRMED,0,0,0,0,46.9026431,0.0001511,-0.0001511,154.30327,0.00274,-0.00274,0.645,0.249,-0.424,3.9264,0.0803,-0.0803,821.3,21.8,-21.8,2.6,0.49,-0.36,458,10.44,6.35,-3.55,40.6,2,5402,175,-159,4.452,0.126,-0.14,0.865,0.164,-0.119,282.46051,48.257118,14.262
CONFIRMED,0,0,0,0,4.030466786,1.57E-06,-1.57E-06,171.092308,0.000301,-0.000301,0.033,0.283,-0.033,2.7734,0.0149,-0.0149,2908.3,14.8,-14.8,4.48,0.42,-0.21,970,209.11,61.29,-33.65,227.4,2,5234,103,-103,4.542,0.028,-0.083,0.854,0.08,-0.04,298.55084,48.332451,14.924
FALSE POSITIVE,0,0,1,0,9.27989,0.0002336,-0.0002336,133.7457,0.0194,-0.0194,0.579,0.386,-0.366,3.33,0.72,-0.72,164.3,24.1,-24.1,1.29,0.4,-0.16,897,152.86,140.84,-50.51,8.6,2,6052,163,-199,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662,49.692402,15.28
FALSE POSITIVE,0,1,0,0,22.26480657,5.42E-06,-5.42E-06,173.103028,0.000196,-0.000196,0.75,0.002,-0.002,8.7941,0.0137,-0.0137,19373,28.4,-28.4,12.34,3.3,-1.11,585,27.79,22.46,-7.13,873.4,1,5681,169,-152,4.566,0.042,-0.179,0.813,0.218,-0.073,288.6925,49.72353,14.626
FALSE POSITIVE,0,0,1,0,2.217038096,3.10E-06,-3.10E-06,171.69587,0.00114,-0.00114,0.754,0.205,-0.506,1.8575,0.0487,-0.0487,543.7,12.8,-12.8,3.23,1,-0.35,1697,1956.29,1729.19,-634.2,49.5,1,6521,155,-252,4.352,0.052,-0.195,1.276,0.395,-0.141,291.54099,37.816559,14.613
CONFIRMED,0,0,0,0,4.393157678,5.49E-06,-5.49E-06,172.867528,0.000991,-0.000991,0.102,0.356,-0.102,2.4455,0.0343,-0.0343,447.2,7.8,-7.8,1.41,0.11,-0.04,807,99.9,25.68,-13.19,63,2,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023
FALSE POSITIVE,1,0,0,0,251.7512,0.002883,-0.002883,271.06864,0.00693,-0.00693,0.943,0.032,-0.671,4.314,0.436,-0.436,114.3,18.6,-18.6,1.25,0.18,-0.08,272,1.29,0.52,-0.25,7.5,2,5640,101,-113,4.492,0.045,-0.113,0.921,0.131,-0.061,283.42911,47.59251,12.623
CONFIRMED,0,0,0,0,16.14567193,7.44E-06,-7.44E-06,134.754877,0.000394,-0.000394,0.75,0.016,-0.514,3.7236,0.025,-0.025,941.1,4.2,-4.2,2.48,0.16,-0.1,546,20.98,4.77,-3.16,242.7,1,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
CONFIRMED,1,0,0,0,1071.232624,0.0006435,-0.0006435,420.286557,0.000452,-0.000452,0.216,0.054,-0.083,16.1784,0.0498,-0.0498,19046,36.1,-36.1,9.27,0.73,-0.28,129,0.07,0.01,-0.01,544.2,1,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023
CONFIRMED,0,0,0,0,5.852968845,4.98E-06,-4.98E-06,171.181624,0.00065,-0.00065,0.316,0.064,-0.316,4.5973,0.0315,-0.0315,1146.5,8.7,-8.7,3.46,1.13,-0.38,1056,293.93,289.95,-90.07,152.4,1,6050,181,-199,4.45,0.07,-0.21,1.013,0.333,-0.111,296.38553,48.233452,14.434
CONFIRMED,0,0,0,0,81.1701587,0.0003838,-0.0003838,178.58702,0.0033,-0.0033,0.875,0.038,-0.595,8.358,0.216,-0.216,1183.2,26.3,-26.3,4.71,0.81,-0.89,436,8.55,3.89,-3.19,51,1,5460,81,-65,4.263,0.186,-0.124,1.165,0.2,-0.22,286.02402,48.43177,14.499
CONFIRMED,0,0,0,0,2.820190603,3.59E-06,-3.59E-06,170.787705,0.000973,-0.000973,0.614,0.266,-0.417,2.554,0.0354,-0.0354,467.5,8.4,-8.4,2.53,0.4,-0.27,1367,824.92,343.24,-199.16,64.2,1,5831,78,-78,4.359,0.095,-0.116,1.121,0.178,-0.118,285.79068,48.683262,14.665
CONFIRMED,0,0,0,0,21.21712312,6.19E-05,-6.19E-05,171.64936,0.00231,-0.00231,0.89,0.012,-0.644,5.89,0.16,-0.16,636,13,-13,2.97,0.99,-0.33,706,58.63,57.34,-18.18,56.2,1,6191,169,-206,4.438,0.07,-0.21,1.007,0.335,-0.112,294.95145,48.651192,14.56
CONFIRMED,0,0,0,0,15.77980122,4.67E-05,-4.67E-05,175.96934,0.00234,-0.00234,0.025,0.413,-0.025,4.0369,0.074,-0.074,541.4,15.8,-15.8,2.11,0.62,-0.2,713,60.96,52.21,-17.01,39.4,1,5941,160,-178,4.519,0.048,-0.204,0.911,0.266,-0.089,282.7868,46.244991,14.608
CONFIRMED,0,0,0,0,14.03490255,2.39E-05,-2.39E-05,171.60491,0.0013,-0.0013,0.66,0.037,-0.486,3.638,0.0598,-0.0598,851.8,15.9,-15.9,2.41,0.32,-0.28,641,39.97,17.47,-11.97,60.9,1,5258,158,-142,4.513,0.095,-0.086,0.785,0.102,-0.091,298.38483,46.276039,14.574
CONFIRMED,0,0,0,0,10.35586478,2.05E-05,-2.05E-05,175.68106,0.0016,-0.0016,0.178,0.282,-0.178,2.8431,0.0515,-0.0515,660.9,15.5,-15.5,1.92,0.05,-0.11,620,34.93,4.12,-6,49.5,1,4646,74,-83,4.539,0.054,-0.012,0.778,0.019,-0.044,282.45059,46.3214,14.337
CONFIRMED,0,0,0,0,22.34296483,3.40E-06,-3.40E-06,132.741641,0.000128,-0.000128,0.031,0.045,-0.031,6.66405,0.0039,-0.0039,5612.8,5.3,-5.3,9.99,1.82,-1.5,785,89.61,44.96,-30.27,1118.9,1,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
CONFIRMED,0,0,0,0,11.38840217,3.81E-05,-3.81E-05,174.55377,0.00255,-0.00255,0.243,0.213,-0.243,3.6949,0.0829,-0.0829,438,14,-14,3.04,0.49,-0.59,979,216.55,90.84,-83.63,34.7,1,5876,79,-79,4.151,0.162,-0.108,1.456,0.233,-0.284,296.4986,46.57724,14.615
CONFIRMED,0,0,0,0,20.5498184,2.35E-05,-2.35E-05,178.946396,0.000931,-0.000931,0.649,0.168,-0.4,5.5484,0.0746,-0.0746,1564.3,13.6,-13.6,4.04,0.54,-0.4,657,44.11,17.25,-10.69,123.1,1,5688,113,-101,4.415,0.1,-0.1,0.971,0.13,-0.095,289.78052,49.89653,14.534
CANDIDATE,0,0,0,0,199.8392053,4.53E-05,-4.53E-05,225.35896,0.000175,-0.000175,0.811,0.008,-0.007,4.378,0.0138,-0.0138,44490,126,-126,21.48,4.95,-1.75,276,1.36,0.96,-0.33,590.6,1,5457,164,-147,4.548,0.028,-0.171,0.869,0.2,-0.071,286.65689,50.021568,14.74
FALSE POSITIVE,0,1,0,0,15.84132627,6.49E-06,-6.49E-06,177.142109,0.000331,-0.000331,0.891,3.523,-0.087,1.8215,0.0234,-0.0234,31083,284,-284,16.84,1.76,-1.6,575,25.77,9.6,-7.11,135.8,1,5119,154,-154,4.575,0.072,-0.048,0.702,0.073,-0.067,296.61859,50.022011,14.497
CONFIRMED,0,0,0,0,5.931196562,5.35E-06,-5.35E-06,174.796908,0.000706,-0.000706,0.886,0.019,-0.616,2.4999,0.0528,-0.0528,1007.4,12.6,-12.6,2.01,0.12,-0.13,562,23.5,4.7,-4.67,90.5,1,3984,71,-86,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582,51.08194,14.258
CONFIRMED,1,0,0,0,0.837491225,3.03E-07,-3.03E-07,131.574858,0.000282,-0.000282,0.022,0.388,-0.022,1.796,0.0104,-0.0104,190.4,1.2,-1.2,1.43,0.08,-0.06,1980,3630.32,654.58,-443.61,189.5,2,5676,85,-68,4.347,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.961
CONFIRMED,0,0,0,0,7.40611676,1.39E-05,-1.39E-05,134.07481,0.00146,-0.00146,0.077,0.427,-0.077,2.8826,0.0522,-0.0522,417.9,9.1,-9.1,1.37,0.1,-0.05,678,49.89,12.82,-6.59,49.6,3,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023
CONFIRMED,0,0,0,0,29.9111886,9.44E-05,-9.44E-05,194.71129,0.00251,-0.00251,0.041,0.389,-0.041,6.6436,0.0927,-0.0927,942,21.1,-21.1,2.9,0.29,-0.35,541,20.31,5.7,-5.52,50.8,1,5275,78,-78,4.397,0.12,-0.08,0.969,0.096,-0.117,295.18292,38.654228,14.424
FALSE POSITIVE,0,1,1,1,2.908453928,6.12E-06,-6.12E-06,170.12474,0.00158,-0.00158,1.195,10.68,-0.093,2.5363,0.0834,-0.0834,427.5,12.7,-12.7,19.44,5.29,-1.77,1181,459.47,366.66,-118.91,40.4,1,5786,155,-155,4.558,0.046,-0.184,0.824,0.224,-0.075,286.0705,38.975101,14.722
CONFIRMED,0,0,0,0,25.69581456,5.82E-05,-5.82E-05,188.78889,0.00175,-0.00175,0.68,0.206,-0.439,4.0251,0.0791,-0.0791,1130.8,29,-29,1.7,0.21,-0.33,314,2.3,1.17,-1.1,45.1,1,3787,163,-204,4.775,0.096,-0.056,0.477,0.061,-0.092,294.71194,39.073761,14.885
FALSE POSITIVE,0,1,1,0,25.70280003,3.80E-05,-3.80E-05,194.82512,0.00117,-0.00117,1.27,69.57,-0.146,3.1644,0.0598,-0.0598,5623.8,97.7,-97.7,33.1,6.7,-3.92,562,23.68,14.82,-7.19,67.9,1,5532,165,-149,4.488,0.108,-0.132,0.835,0.169,-0.099,297.76697,49.446659,14.917
CONFIRMED,0,0,0,0,13.64617478,3.41E-05,-3.41E-05,180.34991,0.00205,-0.00205,0.115,0.342,-0.115,3.4098,0.0651,-0.0651,633,16.6,-16.6,2.06,0.47,-0.16,678,49.89,33.39,-12.55,43.4,1,5569,149,-166,4.566,0.038,-0.152,0.829,0.187,-0.067,288.92157,49.762032,14.748
CONFIRMED,0,0,0,0,3.213668926,1.09E-06,-1.09E-06,123.611878,0.000274,-0.000274,0.021,0.188,-0.021,3.98235,0.00911,-0.00911,727.8,2.5,-2.5,4.13,0.26,-0.23,1515,1244.44,229.31,-193.94,346.9,1,5795,69,-77,4.101,0.033,-0.027,1.545,0.097,-0.087,285.61533,50.13575,12.211
CONFIRMED,0,0,0,0,13.81733587,9.26E-05,-9.26E-05,135.03413,0.00537,-0.00537,0.967,0.015,-0.682,4.261,0.119,-0.119,223.2,12.2,-12.2,2.04,0.55,-0.37,781,88.04,70.3,-35.11,20.4,2,5735,155,-155,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578,14.35
CONFIRMED,0,0,0,0,52.8148051,0.0003846,-0.0003846,164.90456,0.00535,-0.00535,0.002,0.45,-0.002,7.309,0.15,-0.15,553.7,21,-21,3.33,0.53,-0.73,562,23.57,10.03,-9.86,27.4,3,5565,83,-66,4.117,0.201,-0.093,1.439,0.229,-0.315,291.97144,47.86417,14.915
FALSE POSITIVE,0,1,0,0,49.5740154,0.0003834,-0.0003834,201.97177,0.00587,-0.00587,0.472,0.037,-0.083,63.196,0.472,-0.472,8772.9,51.1,-51.1,5.01,0.53,-0.79,280,1.46,0.56,-0.58,200.6,1,4040,129,-158,4.714,0.084,-0.039,0.527,0.055,-0.083,293.53409,44.477085,13.534
CANDIDATE,0,0,0,0,6.45442931,1.25E-05,-1.25E-05,173.21478,0.00146,-0.00146,0.749,0.182,-0.511,2.6772,0.0547,-0.0547,586.1,15.1,-15.1,2.48,0.75,-0.26,999,234.98,215.93,-69.1,45.3,1,6092,181,-200,4.496,0.052,-0.221,0.943,0.289,-0.096,296.12073,47.921478,14.854
CONFIRMED,0,0,0,0,3.595769013,9.38E-06,-9.38E-06,170.36915,0.00205,-0.00205,0.496,0.424,-0.291,3.1569,0.0636,-0.0636,383.7,9.7,-9.7,2.39,0.38,-0.38,1296,666.88,279.57,-220.98,45.9,1,5762,78,-78,4.283,0.137,-0.112,1.196,0.191,-0.191,286.24982,48.06094,14.827
CONFIRMED,0,0,0,0,52.6615266,0.000136,-0.000136,183.52054,0.00214,-0.00214,0.682,0.036,-0.488,3.1592,0.0745,-0.0745,1078.1,29.3,-29.3,1.87,0.11,-0.12,271,1.28,0.26,-0.25,38.4,2,3984,71,-86,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582,51.08194,14.258
CONFIRMED,0,0,0,0,1.902208647,4.14E-07,-4.14E-07,170.449657,0.000175,-0.000175,0.116,0.163,-0.116,2.19877,0.00854,-0.00854,2343.5,7.3,-7.3,4.45,0.53,-0.33,1346,778.26,278.83,-163.2,363.2,1,5400,107,-107,4.463,0.06,-0.097,0.937,0.113,-0.07,296.40686,51.35815,14.313
CANDIDATE,0,0,0,0,20.605501,0.0002593,-0.0002593,146.5069,0.0102,-0.0102,0.705,0.257,-0.477,3.793,0.302,-0.302,37.1,3.6,-3.6,0.85,0.04,-0.03,806,99.53,14.09,-13.04,11.1,4,6099,79,-85,4.193,0.016,-0.018,1.308,0.054,-0.054,285.47659,41.632717,11.049
CONFIRMED,0,0,0,0,15.90688891,2.55E-05,-2.55E-05,177.9305,0.00128,-0.00128,0.014,0.417,-0.014,3.9879,0.044,-0.044,924.7,13.4,-13.4,2.35,0.16,-0.12,588,28.32,6.44,-4.86,75,1,5097,101,-101,4.554,0.036,-0.05,0.797,0.052,-0.042,290.29651,37.749489,14.172
FALSE POSITIVE,0,0,1,1,30.5528972,0.00013,-0.00013,173.90269,0.00345,-0.00345,1.216,73.76,-0.244,5.269,0.179,-0.179,865.2,28.5,-28.5,30.74,5.26,-2.43,670,47.63,20.89,-9.13,35.6,1,6284,75,-75,4.349,0.066,-0.123,1.138,0.195,-0.09,290.96353,38.472542,14.532
CONFIRMED,0,0,0,0,1.616883373,2.28E-06,-2.28E-06,169.80396,0.00111,-0.00111,0.856,0.086,-0.575,1.6325,0.0413,-0.0413,437.3,12.2,-12.2,4.47,1.01,-2.18,1774,2342.49,1389.7,-1759.05,43.9,1,4868,73,-65,3.902,0.069,-0.138,1.816,0.409,-0.885,288.75494,39.563648,14.411
CANDIDATE,0,0,0,0,9.5539134,0.0001577,-0.0001577,135.5281,0.0138,-0.0138,0.142,0.305,-0.142,5.261,0.269,-0.269,26.8,2.2,-2.2,0.68,0.11,-0.07,1012,247.86,115.22,-65.3,13.1,2,6175,110,-134,4.299,0.072,-0.108,1.307,0.22,-0.135,281.83533,44.155918,11.714
CONFIRMED,0,0,0,0,13.19322809,3.21E-05,-3.21E-05,175.6096,0.00203,-0.00203,0.005,0.434,-0.005,5.0036,0.0726,-0.0726,585.7,12.4,-12.4,2.94,0.5,-0.37,862,130.35,56.52,-36.13,50.9,1,5946,71,-79,4.309,0.11,-0.121,1.223,0.207,-0.155,294.71017,39.8251,14.606
CONFIRMED,0,0,0,0,10.31174786,1.23E-05,-1.23E-05,134.07991,0.001,-0.001,0.747,0.089,-0.528,3.1818,0.0314,-0.0314,275.9,3.6,-3.6,1.34,0.09,-0.05,634,38.13,8.66,-5.75,81.7,2,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
CONFIRMED,0,0,0,0,4.42535097,1.71E-05,-1.71E-05,134.56312,0.00327,-0.00327,0.177,0.261,-0.177,3.504,0.106,-0.106,179,9,-9,1.63,0.28,-0.21,1240,559.22,242.5,-154.98,22.1,2,5946,71,-79,4.309,0.11,-0.121,1.223,0.207,-0.155,294.71017,39.8251,14.606
CONFIRMED,0,0,0,0,4.302139338,4.64E-06,-4.64E-06,173.438922,0.000884,-0.000884,0.652,0.028,-0.491,2.0289,0.0326,-0.0326,747.2,12.9,-12.9,2.46,0.12,-0.19,937,182.7,31.44,-36.11,65.5,1,5041,83,-75,4.479,0.077,-0.033,0.857,0.041,-0.066,296.1514,50.09581,14.707
CONFIRMED,0,0,0,0,3.137845914,7.01E-06,-7.01E-06,133.55689,0.00189,-0.00189,0.454,0.005,-0.454,1.91,0.0577,-0.0577,305.7,11.2,-11.2,1.5,0.07,-0.11,1041,277.64,47.78,-54.88,30.8,2,5041,83,-75,4.479,0.077,-0.033,0.857,0.041,-0.066,296.1514,50.09581,14.707
CANDIDATE,0,0,0,0,6.77067637,5.73E-05,-5.73E-05,133.34914,0.00695,-0.00695,0.127,0.322,-0.127,5.982,0.184,-0.184,65.8,3.7,-3.7,1.9,0.41,-0.61,1499,1193.45,655.67,-674.75,19.6,2,6337,76,-82,3.893,0.253,-0.136,2.335,0.503,-0.755,285.92322,42.54985,11.915
FALSE POSITIVE,0,1,1,1,3.74782314,1.11E-05,-1.11E-05,171.66634,0.00236,-0.00236,1.202,3.25,-0.086,5.133,0.114,-0.114,423.4,9.1,-9.1,25.59,8.27,-2.74,1253,583.52,565.23,-181.73,53.8,1,6161,184,-221,4.454,0.054,-0.216,1.053,0.34,-0.113,291.02252,50.259109,14.763
FALSE POSITIVE,0,1,1,0,1.09173174,2.62E-06,-2.62E-06,170.37724,0.00188,-0.00188,0.334,0.132,-0.334,1.9719,0.0667,-0.0667,186.9,6.9,-6.9,1.07,0.2,-0.08,1488,1153.1,656.38,-283.11,32.2,1,5354,159,-159,4.587,0.028,-0.119,0.788,0.143,-0.061,296.25949,50.344372,14.689
CONFIRMED,0,0,0,0,50.6985408,0.000266,-0.000266,141.31813,0.00367,-0.00367,0.137,0.281,-0.137,5.972,0.12,-0.12,610.9,21.3,-21.3,3.58,0.57,-0.7,595,29.58,12.42,-11.42,30.1,2,5876,79,-79,4.151,0.162,-0.108,1.456,0.233,-0.284,296.4986,46.57724,14.615
CANDIDATE,0,0,0,0,39.7529915,0.0001149,-0.0001149,175.46244,0.0023,-0.0023,0.046,0.364,-0.046,4.9641,0.0726,-0.0726,549.3,15.7,-15.7,2.37,0.72,-0.31,568,24.54,22.48,-8.12,40.9,1,6072,182,-182,4.411,0.105,-0.195,1.01,0.308,-0.132,294.46268,46.821449,14.292
CONFIRMED,0,0,0,0,9.99760285,2.63E-05,-2.63E-05,171.78828,0.00204,-0.00204,0.851,0.049,-0.588,3.4423,0.0746,-0.0746,638.7,18.3,-18.3,2.82,0.87,-0.29,860,129.18,120.13,-38.43,39,1,6004,181,-199,4.484,0.052,-0.208,0.977,0.302,-0.101,294.98914,46.838329,14.957
CONFIRMED,0,0,0,0,1.732346403,3.20E-06,-3.20E-06,134.53123,0.00155,-0.00155,0.184,0.269,-0.184,2.2139,0.05,-0.05,182.4,5.2,-5.2,1.37,0.19,-0.16,1546,1345.92,556.95,-370.99,41.2,2,5767,115,-104,4.389,0.099,-0.11,1.014,0.145,-0.119,291.09723,38.87561,14.002
CANDIDATE,0,0,0,0,1.74610057,1.25E-05,-1.25E-05,131.7921,0.0054,-0.0054,0.032,0.443,-0.032,1.299,0.203,-0.203,54.2,7.1,-7.1,1.24,0.79,-0.72,1689,1924.75,3897.44,-1618.7,9.2,2,4854,145,-116,3.939,0.637,-0.343,1.749,1.119,-1.017,281.45718,46.746471,13.884
